,userID,itemID,ratings
362,18,26,4
363,92,229,3
364,308,649,4
365,144,89,3
366,191,302,4
367,59,951,3
368,200,96,5
369,16,197,5
370,61,678,3
371,271,199,4
372,271,709,3
373,142,169,5
374,275,597,3
375,222,151,3
376,87,40,3
377,207,258,4
378,272,1393,2
379,177,333,4
380,207,1115,2
381,299,577,3
382,271,378,4
383,305,425,4
384,49,959,2
385,94,1224,3
386,130,1017,3
387,10,175,3
388,203,321,3
389,191,286,4
390,43,323,3
391,21,558,5
392,197,96,5
393,13,344,2
394,194,66,3
395,234,206,4
396,308,402,4
397,308,640,4
398,269,522,5
399,94,265,4
400,268,62,3
401,272,12,5
402,121,291,3
403,296,20,5
404,134,286,3
405,180,462,5
406,234,612,3
407,104,117,2
408,38,758,1
409,269,845,1
410,7,163,4
411,234,1451,3
412,275,405,2
413,52,250,3
414,102,823,3
415,13,186,4
416,178,731,4
417,236,71,3
418,256,781,5
419,263,176,5
420,244,186,3
421,279,1181,4
422,43,815,4
423,83,78,2
424,151,197,5
425,254,436,2
426,109,631,3
427,297,716,3
428,249,188,4
429,144,699,4
430,301,604,4
431,64,392,3
432,92,501,2
433,222,97,4
434,268,436,3
435,293,135,5
436,213,173,5
437,160,460,2
438,13,498,4
439,59,715,5
440,5,17,4
441,125,163,5
442,174,315,5
443,114,505,3
444,213,515,4
445,23,196,2
446,128,15,4
447,239,56,4
448,181,279,1
449,291,80,4
450,250,238,4
451,201,649,3
452,60,60,5
453,181,325,2
454,119,407,3
455,287,1,5
456,216,228,3
457,216,531,4
458,203,471,4
459,92,587,3
460,13,892,3
461,213,176,4
462,286,288,5
463,117,1047,2
464,99,111,1
465,11,558,3
466,65,47,2
467,295,194,4
468,269,217,2
469,85,259,2
470,250,596,5
471,137,144,5
472,201,960,2
473,257,137,4
474,111,328,4
475,91,480,4
476,215,211,4
477,181,938,1
478,189,1060,5
479,1,20,4
480,303,404,4
481,299,305,3
482,187,210,4
483,222,278,2
484,214,568,4
485,293,770,3
486,285,191,4
487,303,252,3
488,96,156,4
489,72,1110,3
490,115,1067,4
491,7,430,3
492,116,350,3
493,73,480,4
494,269,246,5
495,263,419,5
496,70,431,3
497,221,475,4
498,72,182,5
499,25,357,4
500,290,50,5
501,189,526,4
502,299,303,3
503,264,294,3
504,200,365,5
505,187,135,4
506,184,187,4
507,63,289,2
508,13,229,4
509,298,486,3
510,235,185,4
511,62,712,4
512,246,94,2
513,54,742,5
514,63,762,3
515,11,732,3
516,92,168,4
517,8,550,3
518,307,174,4
519,303,200,4
520,256,849,2
521,72,54,3
522,164,406,2
523,117,150,4
524,224,77,4
525,193,869,3
526,94,184,2
527,281,338,2
528,130,109,3
529,128,371,1
530,94,720,1
531,182,845,3
532,129,873,1
533,254,229,4
534,64,381,4
535,151,176,2
536,45,25,4
537,193,879,3
538,276,922,4
539,276,57,3
540,234,187,4
541,181,306,1
542,21,370,1
543,293,249,3
544,264,721,5
545,10,611,5
546,197,346,3
547,276,142,3
548,308,427,4
549,221,943,4
550,131,126,4
551,268,824,2
552,109,8,3
553,198,58,3
554,230,680,4
555,181,741,1
556,192,1061,4
557,234,448,3
558,90,900,4
559,193,941,4
560,128,603,5
561,126,905,2
562,244,265,4
563,90,289,3
564,157,25,3
565,305,71,3
566,119,382,5
567,21,222,2
568,231,181,4
569,280,508,3
570,288,132,3
571,279,1497,2
572,301,33,4
573,72,699,3
574,90,259,2
575,308,55,3
576,59,742,3
577,94,744,4
578,130,642,4
579,26,1015,3
580,56,121,5
581,82,508,2
582,62,12,4
583,276,40,3
584,181,1015,1
585,152,301,3
586,178,845,4
587,217,597,4
588,79,303,4
589,138,484,4
590,308,81,5
591,75,284,2
592,269,198,4
593,307,94,3
594,222,781,3
595,121,740,3
596,269,22,1
597,13,864,4
598,230,742,5
599,269,507,4
600,239,1099,5
601,245,1028,5
602,56,546,3
603,295,961,5
604,271,1028,2
605,222,812,2
606,69,240,3
607,10,7,4
608,22,376,3
609,294,931,3
610,82,717,1
611,279,399,4
612,269,234,1
613,6,98,5
614,243,1039,4
615,298,181,4
616,282,325,1
617,78,323,1
618,118,200,5
619,283,1114,5
620,171,292,4
621,70,217,4
622,10,100,5
623,245,181,4
624,107,333,3
625,246,561,1
626,13,901,1
627,276,70,4
628,244,17,2
629,189,56,5
630,226,242,5
631,62,1016,4
632,276,417,4
633,214,478,4
634,306,235,4
635,222,26,3
636,280,631,5
637,60,430,5
638,56,71,4
639,42,274,5
640,1,202,5
641,13,809,4
642,173,289,4
643,15,749,1
644,185,23,4
645,280,540,3
646,244,381,4
647,150,293,4
648,7,497,4
649,178,317,4
650,178,742,3
651,95,1217,3
652,234,1462,3
653,97,222,5
654,109,127,2
655,117,268,5
656,269,705,2
657,130,1246,3
658,264,655,4
659,207,13,3
660,42,588,5
661,246,409,2
662,87,367,4
663,101,304,3
664,256,127,4
665,92,794,3
666,181,762,2
667,213,235,1
668,92,739,2
669,292,661,5
670,246,665,4
671,274,845,5
672,188,692,5
673,18,86,4
674,5,439,1
675,236,632,3
676,193,407,4
677,144,709,4
678,90,1198,5
679,48,609,4
680,5,225,2
681,22,128,5
682,311,432,4
683,8,22,5
684,276,188,4
685,222,173,5
686,72,866,4
687,299,134,4
688,1,171,5
689,308,295,3
690,165,216,4
691,222,49,3
692,181,121,4
693,200,11,5
694,234,626,4
695,244,707,4
696,90,25,5
697,208,216,5
698,263,96,4
699,134,323,4
700,279,586,4
701,2,292,4
702,288,593,2
703,49,302,4
704,286,153,5
705,205,304,3
706,22,80,4
707,234,318,4
708,223,328,3
709,15,25,3
710,268,147,4
711,94,1220,3
712,274,405,4
713,7,492,5
714,268,217,2
715,16,55,5
716,164,620,3
717,290,161,4
718,92,515,4
719,239,1070,5
720,56,449,5
721,248,234,4
722,234,10,3
723,280,1049,2
724,308,187,5
725,276,64,5
726,192,948,3
727,122,509,4
728,85,588,3
729,262,931,2
730,201,272,3
731,181,870,2
732,295,739,4
733,263,568,4
734,295,39,4
735,201,1100,4
736,93,820,3
737,159,1028,5
738,158,665,2
739,293,423,3
740,82,597,3
741,276,181,5
742,13,823,5
743,217,2,3
744,83,660,4
745,189,20,5
746,222,796,4
747,146,1022,5
748,267,121,3
749,126,294,3
750,181,1060,1
751,125,80,4
752,43,120,4
753,13,780,1
754,253,259,2
755,42,44,3
756,77,518,4
757,291,686,5
758,268,21,3
759,262,28,3
760,234,81,3
761,29,245,3
762,236,57,5
763,158,729,3
764,156,661,4
765,232,52,5
766,168,866,5
767,37,288,4
768,141,245,3
769,235,230,4
770,102,70,3
771,77,172,3
772,90,506,5
773,186,566,5
774,44,660,5
775,118,774,5
776,7,661,5
777,49,1003,2
778,62,68,1
779,42,1028,4
780,178,433,4
781,85,51,2
782,77,474,5
783,58,1099,2
784,56,1047,4
785,197,688,1
786,286,99,4
787,90,258,3
788,181,1288,1
789,295,190,4
790,224,69,4
791,272,317,4
792,221,1010,3
793,66,877,1
794,207,318,5
795,234,487,3
796,7,648,5
797,87,82,5
798,195,1052,1
799,44,449,5
800,306,287,4
801,194,172,3
802,94,62,3
803,167,659,4
804,108,100,4
805,230,304,5
806,181,927,1
807,54,302,4
808,90,22,4
809,181,696,2
810,286,357,4
811,14,269,4
812,311,179,2
813,92,121,5
814,21,440,1
815,244,550,1
816,181,405,4
817,65,806,4
818,37,540,2
819,44,443,5
820,244,183,4
821,1,265,4
822,270,25,5
823,299,387,2
824,94,572,3
825,286,746,4
826,239,272,5
827,216,55,5
828,254,121,3
829,62,665,2
830,178,385,4
831,194,23,4
832,268,955,3
833,188,143,5
834,276,294,4
835,158,1098,4
836,207,845,3
837,161,48,1
838,305,654,4
839,47,324,3
840,64,736,4
841,191,751,3
842,7,378,5
843,59,92,5
844,69,268,5
845,10,461,3
846,21,129,4
847,58,9,4
848,194,152,3
849,7,200,5
850,113,126,5
851,173,328,5
852,95,233,4
853,16,194,5
854,59,323,4
855,311,654,3
856,292,589,4
857,43,203,4
858,79,50,4
859,235,70,5
860,125,190,5
861,284,322,3
862,303,161,5
863,254,378,3
864,255,1034,1
865,104,301,2
866,90,923,5
867,6,463,4
868,279,122,1
869,286,298,4
870,222,448,3
871,297,57,5
872,42,625,3
873,130,1217,4
874,254,357,3
875,109,475,1
876,230,1444,2
877,244,310,3
878,6,301,2
879,36,748,4
880,256,443,3
881,102,515,1
882,104,285,4
883,21,447,5
884,111,301,4
885,18,408,5
886,25,222,4
887,110,944,3
888,270,98,5
889,68,237,5
890,83,215,4
891,6,258,2
892,89,216,5
893,128,317,4
894,305,512,4
895,184,412,2
896,286,175,5
897,279,1428,3
898,256,86,5
899,221,48,5
900,140,332,3
901,190,977,2
902,11,227,3
903,201,203,5
904,150,181,5
905,126,245,3
906,20,208,2
907,144,742,4
908,181,930,1
909,109,566,4
910,85,1065,3
911,213,133,3
912,222,379,1
913,223,11,3
914,215,421,4
915,218,208,3
916,174,937,5
917,275,186,3
918,68,742,1
919,268,583,4
920,160,462,4
921,195,273,4
922,224,178,4
923,5,110,1
924,99,1016,5
925,2,251,5
926,292,9,4
927,72,568,4
928,85,228,3
929,83,281,5
930,92,831,2
931,7,543,3
932,87,401,2
933,287,926,4
934,1,155,2
935,234,632,2
936,222,53,5
937,24,64,5
938,7,554,3
939,82,56,3
940,161,318,3
941,196,393,4
942,56,91,4
943,82,477,3
944,7,472,2
945,256,761,4
946,226,56,4
947,279,741,5
948,308,1286,3
949,16,8,5
950,180,202,3
951,203,93,4
952,145,56,5
953,288,305,4
954,84,742,3
955,44,644,3
956,17,13,3
957,313,117,4
958,148,1,4
959,197,347,4
960,21,164,5
961,279,982,3
962,239,491,5
963,185,287,5
964,297,89,4
965,303,68,4
966,186,250,1
967,73,206,3
968,104,756,2
969,94,216,3
970,239,194,5
971,197,511,5
972,280,1,4
973,1,117,3
974,224,583,1
975,303,397,1
976,60,162,4
977,198,258,4
978,239,513,5
979,6,69,3
980,233,375,4
981,85,642,4
982,110,38,3
983,184,522,3
984,99,873,1
985,13,418,2
986,201,518,4
987,13,858,1
988,214,131,3
989,296,228,4
990,222,87,3
991,279,725,4
992,217,182,2
993,85,433,3
994,239,234,3
995,13,72,4
996,194,77,3
997,208,663,5
998,109,178,3
999,230,172,4
1000,59,485,2
1001,313,478,3
1002,70,1133,3
1003,62,182,5
1004,198,234,3
1005,65,125,4
1006,174,660,5
1007,90,12,5
1008,130,1248,3
1009,100,354,2
1010,283,432,5
1011,275,418,3
1012,311,98,5
1013,195,751,4
1014,130,105,4
1015,269,252,1
1016,286,73,5
1017,7,623,3
1018,56,222,5
1019,210,204,5
1020,239,9,5
1021,96,87,4
1022,297,73,2
1023,249,239,3
1024,94,860,2
1025,84,121,4
1026,275,265,4
1027,135,1046,3
1028,291,1178,4
1029,125,382,1
1030,70,399,4
1031,311,9,4
1032,301,523,4
1033,152,685,5
1034,244,172,4
1035,275,1091,2
1036,53,281,4
1037,198,118,2
1038,244,790,4
1039,26,125,4
1040,151,13,3
1041,124,496,1
1042,24,191,5
1043,271,65,3
1044,307,634,3
1045,294,1245,3
1046,234,241,2
1047,25,501,3
1048,293,137,3
1049,201,432,3
1050,75,240,1
1051,13,181,5
1052,207,68,2
1053,2,50,5
1054,313,566,4
1055,144,125,4
1056,188,443,4
1057,276,324,4
1058,145,974,1
1059,72,234,4
1060,83,385,4
1061,181,619,3
1062,109,402,4
1063,207,107,3
1064,185,216,4
1065,14,213,5
1066,149,319,2
1067,57,79,5
1068,230,963,5
1069,176,875,4
1070,253,97,4
1071,284,269,4
1072,106,526,4
1073,121,180,3
1074,62,86,2
1075,291,418,4
1076,84,1033,4
1077,293,380,2
1078,207,58,3
1079,194,187,4
1080,109,97,3
1081,283,845,4
1082,297,275,5
1083,181,334,1
1084,78,255,4
1085,11,425,4
1086,308,59,4
1087,193,1078,4
1088,297,234,3
1089,87,585,4
1090,250,204,2
1091,8,50,5
1092,186,148,4
1093,312,692,4
1094,91,683,3
1095,5,454,1
1096,291,376,3
1097,175,127,5
1098,145,737,2
1099,7,644,5
1100,276,419,5
1101,83,210,5
1102,102,524,3
1103,153,174,1
1104,62,302,3
1105,49,995,3
1106,268,298,3
1107,207,554,2
1108,313,616,5
1109,286,44,3
1110,279,168,5
1111,276,474,5
1112,62,59,4
1113,254,219,1
1114,83,97,4
1115,63,100,5
1116,16,178,5
1117,297,233,2
1118,90,945,5
1119,85,25,2
1120,42,98,4
1121,303,393,4
1122,274,50,5
1123,104,299,3
1124,94,792,4
1125,184,98,4
1126,293,708,3
1127,248,589,4
1128,18,950,3
1129,217,27,1
1130,200,892,4
1131,201,148,1
1132,296,222,5
1133,7,662,3
1134,196,381,4
1135,69,427,3
1136,72,196,4
1137,256,472,4
1138,128,182,4
1139,151,747,3
1140,7,171,3
1141,286,85,5
1142,172,220,4
1143,308,516,4
1144,190,974,2
1145,82,756,1
1146,308,436,4
1147,59,235,1
1148,64,1063,3
1149,145,756,2
1150,220,298,4
1151,21,324,4
1152,285,269,4
1153,207,65,3
1154,198,658,3
1155,220,333,3
1156,210,70,4
1157,181,14,1
1158,158,128,2
1159,143,682,3
1160,75,237,2
1161,199,221,4
1162,223,1150,2
1163,297,25,4
1164,276,78,4
1165,299,847,4
1166,293,325,2
1167,301,138,2
1168,1,47,4
1169,164,281,4
1170,96,673,4
1171,291,1016,4
1172,7,451,5
1173,233,177,4
1174,6,517,4
1175,202,283,3
1176,214,117,4
1177,184,602,4
1178,277,257,3
1179,194,212,1
1180,95,68,4
1181,25,257,4
1182,6,23,4
1183,38,573,1
1184,313,436,4
1185,22,241,3
1186,262,617,3
1187,130,569,3
1188,66,181,5
1189,21,948,1
1190,181,1332,1
1191,262,174,3
1192,206,302,5
1193,222,22,5
1194,76,61,4
1195,151,703,4
1196,314,28,5
1197,13,147,3
1198,44,258,4
1199,303,418,4
1200,16,89,2
1201,270,558,5
1202,248,117,5
1203,125,318,5
1204,138,523,5
1205,268,386,2
1206,291,15,5
1207,234,147,3
1208,239,96,5
1209,15,331,3
1210,94,155,2
1211,136,89,4
1212,223,423,3
1213,82,194,4
1214,145,355,3
1215,280,845,3
1216,179,339,1
1217,178,199,4
1218,307,949,4
1219,10,488,5
1220,116,331,3
1221,23,258,5
1222,308,174,4
1223,185,114,4
1224,188,237,3
1225,118,654,5
1226,246,721,4
1227,234,98,4
1228,194,239,3
1229,94,24,4
1230,122,378,4
1231,312,100,4
1232,262,64,5
1233,154,242,3
1234,223,763,3
1235,99,403,4
1236,83,43,4
1237,130,307,4
1238,174,402,5
1239,256,487,5
1240,59,177,4
1241,161,168,1
1242,244,53,3
1243,250,196,4
1244,43,40,3
1245,285,150,5
1246,42,953,2
1247,97,670,5
1248,122,510,4
1249,61,323,3
1250,222,106,2
1251,4,264,3
1252,304,259,1
1253,37,403,5
1254,49,68,1
1255,303,1098,4
1256,165,372,5
1257,176,324,5
1258,3,335,1
1259,56,869,3
1260,44,15,4
1261,190,117,4
1262,29,189,4
1263,94,174,4
1264,130,949,3
1265,117,181,5
1266,303,779,1
1267,19,435,5
1268,194,191,4
1269,158,24,4
1270,56,447,4
1271,262,223,3
1272,181,1334,1
1273,214,137,4
1274,92,747,4
1275,188,96,5
1276,58,173,5
1277,244,154,5
1278,134,879,4
1279,298,625,4
1280,254,230,4
1281,230,138,3
1282,16,209,5
1283,151,835,5
1284,181,1327,1
1285,145,1248,3
1286,200,588,5
1287,248,257,3
1288,297,432,4
1289,312,133,5
1290,151,12,5
1291,110,568,3
1292,305,483,5
1293,141,258,5
1294,44,240,4
1295,186,263,3
1296,214,213,4
1297,233,208,4
1298,104,287,2
1299,312,153,2
1300,1,222,4
1301,206,323,1
1302,230,419,4
1303,56,450,3
1304,94,651,5
1305,205,316,4
1306,14,174,5
1307,268,790,2
1308,276,1081,3
1309,83,929,3
1310,268,580,3
1311,222,1041,3
1312,279,89,4
1313,5,424,1
1314,112,331,4
1315,296,429,5
1316,18,202,3
1317,13,868,5
1318,87,210,5
1319,10,285,5
1320,181,328,3
1321,23,463,4
1322,253,746,3
1323,234,228,3
1324,299,1047,2
1325,66,1,3
1326,216,174,5
1327,290,208,3
1328,79,1161,2
1329,264,448,2
1330,4,303,5
1331,144,831,3
1332,138,517,4
1333,64,433,2
1334,5,1,4
1335,276,357,5
1336,62,433,5
1337,239,475,5
1338,293,166,3
1339,130,234,5
1340,264,70,4
1341,208,197,5
1342,24,763,5
1343,279,1162,3
1344,3,245,1
1345,101,596,3
1346,162,1019,4
1347,223,908,1
1348,99,246,3
1349,239,430,3
1350,160,160,5
1351,172,580,4
1352,303,1160,2
1353,54,676,5
1354,44,507,3
1355,210,97,5
1356,164,930,4
1357,299,240,2
1358,28,217,3
1359,305,79,3
1360,18,729,3
1361,82,343,1
1362,109,1012,4
1363,207,25,4
1364,92,1209,1
1365,109,1,4
1366,15,222,3
1367,58,709,5
1368,303,693,4
1369,152,111,5
1370,194,160,2
1371,92,241,3
1372,77,91,3
1373,244,662,3
1374,177,321,2
1375,131,221,3
1376,197,302,3
1377,227,50,4
1378,85,282,3
1379,295,72,4
1380,181,1,3
1381,277,255,4
1382,279,96,4
1383,1,253,5
1384,18,182,4
1385,276,568,4
1386,87,177,5
1387,177,69,1
1388,213,13,4
1389,125,134,5
1390,128,739,4
1391,291,428,5
1392,25,208,4
1393,288,272,5
1394,207,1350,2
1395,271,56,3
1396,5,363,3
1397,274,748,5
1398,70,419,5
1399,311,559,2
1400,151,919,5
1401,199,268,5
1402,201,209,3
1403,99,274,1
1404,11,740,4
1405,59,77,4
1406,184,277,3
1407,222,88,4
1408,38,161,5
1409,59,418,2
1410,104,300,3
1411,298,1346,3
1412,180,1119,3
1413,7,674,2
1414,121,14,5
1415,268,1041,1
1416,252,277,4
1417,303,411,4
1418,210,527,5
1419,234,648,3
1420,312,573,5
1421,308,215,3
1422,234,1397,4
1423,75,546,3
1424,117,15,5
1425,246,239,3
1426,64,516,5
1427,85,187,5
1428,239,81,3
1429,59,54,4
1430,256,220,3
1431,216,196,5
1432,203,282,1
1433,13,195,3
1434,144,153,5
1435,100,268,3
1436,210,274,5
1437,94,471,4
1438,13,807,1
1439,125,657,3
1440,65,1142,4
1441,1,113,5
1442,76,175,4
1443,294,508,4
1444,263,1451,4
1445,294,930,3
1446,121,117,1
1447,85,13,3
1448,303,426,3
1449,212,180,1
1450,6,492,5
1451,181,240,1
1452,279,746,5
1453,303,1109,4
1454,184,191,4
1455,310,116,5
1456,313,22,3
1457,314,1150,4
1458,13,121,5
1459,43,5,4
1460,58,214,2
1461,215,164,3
1462,62,288,2
1463,280,127,5
1464,161,898,3
1465,11,723,5
1466,94,218,3
1467,35,243,2
1468,311,566,4
1469,48,680,3
1470,85,604,4
1471,288,527,3
1472,184,514,5
1473,151,929,3
1474,90,690,4
1475,11,38,3
1476,104,1016,1
1477,106,582,4
1478,181,1010,1
1479,37,117,4
1480,276,845,4
1481,22,258,5
1482,70,82,4
1483,5,98,3
1484,308,95,4
1485,60,208,5
1486,270,778,5
1487,243,208,4
1488,92,540,2
1489,81,280,4
1490,293,412,1
1491,200,478,5
1492,13,308,3
1493,56,184,4
1494,116,250,4
1495,295,172,4
1496,63,1007,5
1497,295,235,4
1498,104,1010,1
1499,156,641,5
1500,269,1165,1
1501,160,430,5
1502,237,191,4
1503,287,252,1
1504,290,132,3
1505,45,109,5
1506,224,678,3
1507,145,764,2
1508,277,1011,3
1509,65,100,3
1510,272,1101,5
1511,116,255,3
1512,184,86,5
1513,285,151,5
1514,222,148,2
1515,72,28,4
1516,271,187,5
1517,94,211,5
1518,246,425,5
1519,115,8,5
1520,176,327,3
1521,13,396,3
1522,129,331,2
1523,257,1260,2
1524,95,1,5
1525,147,904,5
1526,151,58,4
1527,184,660,3
1528,311,386,3
1529,105,268,4
1530,158,510,3
1531,34,312,4
1532,72,427,5
1533,263,416,5
1534,94,1048,4
1535,200,291,3
1536,45,118,4
1537,279,144,4
1538,145,22,5
1539,71,89,5
1540,182,69,5
1541,193,627,4
1542,214,302,4
1543,151,485,5
1544,102,322,3
1545,234,571,2
1546,249,930,2
1547,195,328,4
1548,109,258,5
1549,222,552,2
1550,282,288,4
1551,117,758,2
1552,23,381,4
1553,112,327,1
1554,303,145,1
1555,252,300,4
1556,151,372,5
1557,282,327,5
1558,304,237,5
1559,290,568,3
1560,64,160,4
1561,28,79,4
1562,168,1278,3
1563,265,471,4
1564,18,113,5
1565,83,82,5
1566,90,499,5
1567,234,1186,4
1568,87,196,5
1569,26,685,3
1570,150,129,4
1571,161,98,4
1572,70,210,4
1573,51,182,3
1574,222,1057,4
1575,92,176,5
1576,204,216,4
1577,164,685,5
1578,57,682,3
1579,184,207,4
1580,60,403,3
1581,92,180,5
1582,43,204,4
1583,222,1042,4
1584,197,300,4
1585,92,790,3
1586,294,282,3
1587,201,747,2
1588,201,215,2
1589,193,410,3
1590,271,705,4
1591,214,693,3
1592,73,657,5
1593,90,187,4
1594,315,273,3
1595,48,309,3
1596,255,472,1
1597,270,671,4
1598,66,7,3
1599,6,478,4
1600,101,222,3
1601,207,1046,4
1602,144,182,3
1603,85,83,4
1604,102,625,3
1605,158,770,5
1606,297,588,4
1607,90,507,5
1608,271,482,5
1609,130,901,1
1610,178,276,3
1611,90,245,3
1612,181,1094,1
1613,311,143,3
1614,267,17,4
1615,201,51,2
1616,194,647,4
1617,59,387,3
1618,1,227,4
1619,116,751,3
1620,170,292,5
1621,110,578,3
1622,60,1021,5
1623,287,347,4
1624,197,55,3
1625,38,679,5
1626,195,1014,4
1627,279,227,4
1628,84,748,4
1629,31,886,2
1630,316,98,5
1631,25,25,5
1632,168,274,4
1633,103,24,4
1634,299,588,4
1635,194,478,3
1636,287,294,5
1637,234,582,4
1638,279,1048,1
1639,87,9,4
1640,181,408,1
1641,279,1151,2
1642,49,47,5
1643,296,855,5
1644,44,95,4
1645,92,216,3
1646,135,39,3
1647,13,66,3
1648,262,386,3
1649,7,676,3
1650,116,942,3
1651,318,474,4
1652,141,826,2
1653,269,13,4
1654,222,1044,4
1655,82,455,4
1656,279,254,3
1657,42,685,4
1658,145,1245,5
1659,184,161,2
1660,49,625,3
1661,177,243,1
1662,313,99,4
1663,32,290,3
1664,308,848,4
1665,145,448,5
1666,130,542,3
1667,130,806,3
1668,165,288,2
1669,249,255,3
1670,49,581,3
1671,195,300,3
1672,118,475,5
1673,130,316,4
1674,104,293,3
1675,201,1229,3
1676,142,82,4
1677,119,718,5
1678,303,94,3
1679,99,50,5
1680,306,14,5
1681,92,709,2
1682,227,295,5
1683,3,337,1
1684,94,820,1
1685,59,1107,4
1686,30,539,3
1687,262,821,3
1688,6,508,3
1689,311,716,4
